pdbid,H_H,H_C,H_N,H_O,H_S,C_H,C_C,C_N,C_O,C_S,N_H,N_C,N_N,N_O,N_S,O_H,O_C,O_N,O_O,O_S,S_H,S_C,S_N,S_O,S_S,H_P,C_P,N_P,O_P,S_P,H_F,C_F,N_F,O_F,S_F,H_I,C_I,N_I,O_I,S_I
4bps,2805.0,3485.0,0.0,1380.0,0.0,1836.0,2304.0,0.0,915.0,0.0,522.0,632.0,0.0,253.0,0.0,528.0,663.0,0.0,252.0,0.0,9.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bqg,2588.0,4444.0,0.0,975.0,0.0,1684.0,2955.0,0.0,625.0,0.0,390.0,686.0,0.0,151.0,0.0,468.0,846.0,0.0,175.0,0.0,17.0,29.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bqh,3658.0,4830.0,226.0,1386.0,0.0,2488.0,3318.0,149.0,966.0,0.0,620.0,832.0,39.0,235.0,0.0,688.0,898.0,42.0,260.0,0.0,29.0,33.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bqs,3217.0,2964.0,0.0,1534.0,0.0,1945.0,1818.0,0.0,950.0,0.0,526.0,480.0,0.0,241.0,0.0,555.0,505.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4br3,5762.0,5704.0,1304.0,0.0,0.0,4456.0,4464.0,983.0,0.0,0.0,1073.0,1101.0,243.0,0.0,0.0,1332.0,1334.0,296.0,0.0,0.0,27.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bs0,1300.0,1931.0,1304.0,677.0,0.0,887.0,1339.0,896.0,440.0,0.0,220.0,329.0,228.0,102.0,0.0,250.0,383.0,258.0,120.0,0.0,24.0,36.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bt3,3375.0,1858.0,0.0,1454.0,0.0,2209.0,1223.0,0.0,973.0,0.0,609.0,346.0,0.0,258.0,0.0,626.0,358.0,0.0,285.0,0.0,18.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bt4,3341.0,1856.0,0.0,1457.0,0.0,2218.0,1232.0,0.0,972.0,0.0,607.0,352.0,0.0,264.0,0.0,636.0,361.0,0.0,292.0,0.0,18.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bt5,3329.0,1835.0,0.0,1449.0,0.0,2202.0,1210.0,0.0,957.0,0.0,607.0,345.0,0.0,264.0,0.0,637.0,365.0,0.0,288.0,0.0,18.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4btk,4046.0,4641.0,901.0,774.0,0.0,2578.0,3005.0,578.0,498.0,0.0,703.0,811.0,155.0,138.0,0.0,757.0,860.0,170.0,141.0,0.0,41.0,50.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bup,5797.0,3702.0,1400.0,1199.0,279.0,4363.0,2829.0,1077.0,919.0,205.0,1054.0,709.0,288.0,215.0,49.0,1257.0,844.0,342.0,288.0,57.0,103.0,71.0,31.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4buq,980.0,505.0,0.0,311.0,0.0,2825.0,1484.0,0.0,976.0,0.0,750.0,392.0,0.0,250.0,0.0,913.0,488.0,0.0,302.0,0.0,14.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4c1t,9668.0,5781.0,0.0,4814.0,0.0,6893.0,4058.0,0.0,3433.0,0.0,1882.0,1149.0,0.0,937.0,0.0,2025.0,1198.0,0.0,1021.0,0.0,90.0,52.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4c1u,7825.0,4492.0,0.0,3919.0,0.0,5590.0,3222.0,0.0,2802.0,0.0,1476.0,880.0,0.0,743.0,0.0,1585.0,925.0,0.0,792.0,0.0,74.0,41.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4c1y,677.0,343.0,0.0,249.0,0.0,2021.0,1028.0,0.0,742.0,0.0,562.0,283.0,0.0,210.0,0.0,601.0,316.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4c2v,1551.0,1417.0,407.0,134.0,0.0,4902.0,4684.0,1320.0,445.0,0.0,1283.0,1195.0,336.0,109.0,0.0,1248.0,1206.0,346.0,114.0,0.0,32.0,30.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,201.0,49.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0
4c52,1048.0,1091.0,81.0,139.0,43.0,3736.0,4252.0,266.0,440.0,130.0,896.0,958.0,68.0,110.0,35.0,939.0,1025.0,66.0,111.0,36.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,491.0,94.0,102.0,4.0,0.0,0.0,0.0,0.0,0.0
4c5d,948.0,1219.0,72.0,120.0,40.0,3377.0,4638.0,245.0,387.0,102.0,826.0,1064.0,60.0,93.0,30.0,844.0,1097.0,62.0,95.0,24.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,488.0,93.0,101.0,4.0,0.0,0.0,0.0,0.0,0.0
4c6u,4154.0,3642.0,0.0,909.0,325.0,2835.0,2476.0,0.0,627.0,210.0,812.0,704.0,0.0,177.0,59.0,776.0,699.0,0.0,177.0,61.0,48.0,46.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4c9x,1015.0,1115.0,222.0,57.0,0.0,3816.0,4172.0,889.0,218.0,0.0,872.0,963.0,204.0,49.0,0.0,944.0,1052.0,216.0,49.0,0.0,40.0,43.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,204.0,42.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0
4ca5,9835.0,10308.0,822.0,2501.0,0.0,7180.0,7579.0,595.0,1823.0,0.0,1928.0,2049.0,174.0,508.0,0.0,1979.0,2108.0,174.0,499.0,0.0,39.0,24.0,1.0,5.0,0.0,258.0,198.0,58.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ca6,9798.0,10346.0,808.0,2475.0,0.0,7152.0,7503.0,594.0,1814.0,0.0,1963.0,2118.0,177.0,507.0,0.0,2038.0,2173.0,173.0,515.0,0.0,25.0,15.0,0.0,2.0,0.0,263.0,196.0,59.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ca7,9478.0,10013.0,783.0,2406.0,0.0,6907.0,7267.0,572.0,1779.0,0.0,1903.0,2052.0,171.0,496.0,0.0,1995.0,2114.0,172.0,504.0,0.0,21.0,13.0,1.0,4.0,0.0,251.0,192.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ca8,9631.0,10076.0,822.0,2473.0,0.0,7056.0,7432.0,598.0,1807.0,0.0,1936.0,2058.0,170.0,510.0,0.0,2032.0,2152.0,179.0,517.0,0.0,23.0,11.0,1.0,3.0,0.0,261.0,195.0,58.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cc5,280.0,482.0,344.0,0.0,0.0,831.0,1456.0,1066.0,0.0,0.0,217.0,379.0,287.0,0.0,0.0,224.0,399.0,296.0,0.0,0.0,6.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cd0,1013.0,1049.0,281.0,125.0,44.0,3364.0,3479.0,907.0,440.0,157.0,935.0,966.0,254.0,111.0,41.0,1011.0,1034.0,297.0,132.0,49.0,48.0,52.0,13.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,56.0,183.0,49.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0
4cd4,1504.0,770.0,65.0,487.0,0.0,4320.0,2157.0,207.0,1406.0,0.0,1245.0,622.0,57.0,412.0,0.0,1269.0,653.0,56.0,424.0,0.0,14.0,8.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cd5,1357.0,898.0,135.0,550.0,0.0,3875.0,2512.0,388.0,1577.0,0.0,1107.0,723.0,112.0,457.0,0.0,1161.0,748.0,107.0,481.0,0.0,12.0,11.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ceb,6010.0,5806.0,301.0,1530.0,0.0,3938.0,3855.0,218.0,993.0,0.0,1124.0,1089.0,67.0,272.0,0.0,1162.0,1144.0,66.0,291.0,0.0,38.0,39.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cfl,665.0,771.0,66.0,95.0,0.0,2588.0,3015.0,250.0,362.0,0.0,572.0,679.0,57.0,87.0,0.0,682.0,807.0,68.0,100.0,0.0,48.0,54.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cg8,2275.0,2084.0,236.0,0.0,0.0,6798.0,6152.0,701.0,0.0,0.0,1648.0,1476.0,168.0,0.0,0.0,2004.0,1832.0,209.0,0.0,0.0,31.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cg9,1253.0,1217.0,130.0,0.0,0.0,3908.0,3751.0,392.0,0.0,0.0,924.0,917.0,100.0,0.0,0.0,1157.0,1119.0,117.0,0.0,0.0,27.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cga,1454.0,1292.0,129.0,0.0,0.0,4501.0,3980.0,401.0,0.0,0.0,1060.0,964.0,97.0,0.0,0.0,1322.0,1181.0,113.0,0.0,0.0,28.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cgi,4523.0,4716.0,242.0,948.0,0.0,3016.0,3185.0,168.0,604.0,0.0,873.0,912.0,54.0,171.0,0.0,906.0,933.0,54.0,184.0,0.0,37.0,36.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cig,1246.0,1206.0,80.0,228.0,0.0,3426.0,3316.0,214.0,636.0,0.0,977.0,964.0,64.0,181.0,0.0,1034.0,1014.0,66.0,189.0,0.0,38.0,39.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ciw,1010.0,713.0,0.0,459.0,0.0,2724.0,1900.0,0.0,1246.0,0.0,868.0,603.0,0.0,398.0,0.0,786.0,551.0,0.0,354.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cj4,1027.0,930.0,67.0,229.0,0.0,3018.0,2667.0,173.0,596.0,0.0,837.0,754.0,56.0,168.0,0.0,883.0,786.0,56.0,185.0,0.0,37.0,31.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cjp,1019.0,919.0,67.0,228.0,0.0,3015.0,2656.0,180.0,596.0,0.0,834.0,753.0,56.0,168.0,0.0,873.0,773.0,53.0,174.0,0.0,35.0,30.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cjq,1111.0,1004.0,64.0,226.0,0.0,3249.0,2834.0,169.0,605.0,0.0,914.0,819.0,54.0,171.0,0.0,973.0,868.0,51.0,185.0,0.0,38.0,33.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cjr,1189.0,1137.0,78.0,273.0,0.0,3289.0,3147.0,216.0,738.0,0.0,942.0,903.0,64.0,216.0,0.0,991.0,944.0,67.0,230.0,0.0,36.0,36.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ck3,1152.0,876.0,67.0,230.0,0.0,3361.0,2521.0,181.0,601.0,0.0,946.0,709.0,56.0,169.0,0.0,993.0,743.0,57.0,185.0,0.0,42.0,29.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cl6,653.0,845.0,238.0,55.0,0.0,2591.0,3363.0,985.0,235.0,0.0,623.0,786.0,240.0,50.0,0.0,628.0,811.0,233.0,53.0,0.0,31.0,39.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4clj,890.0,1014.0,269.0,97.0,0.0,2978.0,3426.0,897.0,332.0,0.0,830.0,941.0,250.0,86.0,0.0,907.0,1031.0,285.0,103.0,0.0,48.0,59.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,178.0,49.0,49.0,3.0,0.0,0.0,0.0,0.0,0.0
4cmo,926.0,980.0,244.0,142.0,0.0,3066.0,3256.0,789.0,480.0,0.0,843.0,887.0,212.0,128.0,0.0,925.0,985.0,252.0,145.0,0.0,32.0,35.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,182.0,50.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0
4cp5,669.0,461.0,236.0,512.0,72.0,1678.0,1103.0,558.0,1294.0,200.0,541.0,364.0,185.0,405.0,58.0,486.0,310.0,155.0,390.0,56.0,0.0,0.0,0.0,0.0,0.0,176.0,458.0,138.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cp7,3183.0,2145.0,312.0,335.0,0.0,9910.0,6693.0,940.0,1021.0,0.0,2745.0,1885.0,268.0,287.0,0.0,3047.0,2080.0,294.0,328.0,0.0,17.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cpr,3010.0,2137.0,287.0,336.0,30.0,9346.0,6628.0,865.0,1014.0,102.0,2595.0,1868.0,244.0,286.0,26.0,2883.0,2079.0,271.0,327.0,26.0,14.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cps,2891.0,2075.0,317.0,339.0,0.0,9007.0,6478.0,948.0,1023.0,0.0,2487.0,1828.0,269.0,287.0,0.0,2781.0,2018.0,291.0,328.0,0.0,13.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cpt,2895.0,2074.0,318.0,339.0,0.0,9000.0,6474.0,953.0,1031.0,0.0,2488.0,1826.0,276.0,285.0,0.0,2766.0,2005.0,294.0,327.0,0.0,15.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cpw,2751.0,2054.0,285.0,341.0,26.0,8548.0,6438.0,859.0,1026.0,83.0,2366.0,1820.0,248.0,289.0,22.0,2635.0,1994.0,272.0,328.0,24.0,14.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cpy,1783.0,1046.0,152.0,287.0,0.0,3952.0,2276.0,371.0,633.0,0.0,1392.0,833.0,130.0,234.0,0.0,1368.0,784.0,113.0,223.0,0.0,12.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cpz,1715.0,926.0,300.0,535.0,0.0,3933.0,2069.0,755.0,1140.0,0.0,1326.0,740.0,256.0,412.0,0.0,1318.0,691.0,233.0,412.0,0.0,18.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cr5,388.0,644.0,61.0,55.0,0.0,1140.0,1929.0,167.0,146.0,0.0,330.0,551.0,51.0,44.0,0.0,367.0,598.0,51.0,51.0,0.0,26.0,54.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cr9,662.0,575.0,173.0,0.0,0.0,1878.0,1693.0,506.0,0.0,0.0,544.0,480.0,151.0,0.0,0.0,624.0,545.0,162.0,0.0,0.0,44.0,43.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cra,1286.0,1496.0,280.0,209.0,0.0,3709.0,4214.0,823.0,507.0,0.0,1082.0,1243.0,244.0,167.0,0.0,1161.0,1298.0,257.0,151.0,0.0,92.0,106.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4crb,1283.0,1539.0,386.0,209.0,0.0,3620.0,4421.0,1040.0,513.0,0.0,1060.0,1299.0,318.0,171.0,0.0,1130.0,1350.0,333.0,154.0,0.0,87.0,116.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4crc,1081.0,1439.0,496.0,124.0,0.0,3123.0,4184.0,1322.0,312.0,0.0,911.0,1203.0,395.0,103.0,0.0,977.0,1282.0,421.0,98.0,0.0,82.0,117.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4crf,1236.0,1616.0,224.0,268.0,0.0,3480.0,4631.0,619.0,659.0,0.0,1020.0,1365.0,189.0,211.0,0.0,1086.0,1421.0,192.0,205.0,0.0,86.0,124.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4crl,1793.0,1592.0,101.0,139.0,0.0,5477.0,4924.0,288.0,356.0,0.0,1491.0,1350.0,79.0,102.0,0.0,1393.0,1330.0,81.0,96.0,0.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cs9,489.0,453.0,267.0,203.0,0.0,1113.0,997.0,617.0,398.0,0.0,334.0,322.0,199.0,121.0,0.0,338.0,312.0,181.0,112.0,0.0,35.0,30.0,15.0,15.0,0.0,23.0,36.0,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4csd,681.0,352.0,0.0,248.0,0.0,2161.0,1099.0,0.0,780.0,0.0,569.0,286.0,0.0,199.0,0.0,586.0,296.0,0.0,214.0,0.0,16.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4css,856.0,700.0,12.0,329.0,14.0,2488.0,1947.0,37.0,1031.0,39.0,664.0,526.0,8.0,270.0,9.0,788.0,633.0,10.0,320.0,12.0,14.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cst,775.0,732.0,12.0,307.0,0.0,2251.0,2051.0,35.0,966.0,0.0,602.0,549.0,8.0,252.0,0.0,715.0,667.0,10.0,299.0,0.0,14.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cu7,1160.0,498.0,83.0,248.0,0.0,2971.0,1284.0,213.0,625.0,0.0,912.0,398.0,65.0,206.0,0.0,961.0,408.0,66.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cu8,1144.0,491.0,79.0,325.0,0.0,2969.0,1285.0,202.0,835.0,0.0,911.0,396.0,63.0,265.0,0.0,954.0,416.0,61.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cwf,888.0,782.0,311.0,0.0,0.0,2862.0,2545.0,1050.0,0.0,0.0,699.0,596.0,234.0,0.0,0.0,798.0,697.0,285.0,0.0,0.0,22.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cwn,1104.0,1110.0,307.0,130.0,0.0,3633.0,3573.0,1006.0,435.0,0.0,848.0,866.0,247.0,98.0,0.0,1045.0,1080.0,295.0,118.0,0.0,32.0,30.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cwo,785.0,931.0,281.0,111.0,0.0,2784.0,3251.0,935.0,414.0,0.0,640.0,756.0,226.0,92.0,0.0,769.0,911.0,270.0,115.0,0.0,24.0,28.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cwp,820.0,1029.0,306.0,133.0,0.0,2686.0,3248.0,990.0,447.0,0.0,650.0,828.0,246.0,108.0,0.0,794.0,994.0,295.0,120.0,0.0,24.0,28.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cwq,880.0,1016.0,352.0,218.0,47.0,2807.0,3228.0,1112.0,680.0,120.0,689.0,819.0,290.0,178.0,39.0,833.0,985.0,335.0,205.0,41.0,26.0,28.0,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cwr,765.0,1037.0,313.0,133.0,0.0,2509.0,3268.0,1000.0,454.0,0.0,613.0,835.0,250.0,106.0,0.0,733.0,1003.0,296.0,119.0,0.0,22.0,28.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,179.0,47.0,61.0,2.0,0.0,0.0,0.0,0.0,0.0
4cws,1024.0,1121.0,352.0,167.0,0.0,3265.0,3530.0,1142.0,552.0,0.0,808.0,899.0,288.0,136.0,0.0,988.0,1078.0,343.0,157.0,0.0,29.0,30.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cwt,1037.0,1143.0,351.0,162.0,0.0,3397.0,3618.0,1207.0,499.0,0.0,816.0,889.0,274.0,128.0,0.0,940.0,1042.0,326.0,153.0,0.0,30.0,32.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,221.0,47.0,60.0,3.0,0.0,0.0,0.0,0.0,0.0
4czs,1313.0,918.0,117.0,411.0,0.0,4094.0,3083.0,411.0,1267.0,0.0,1089.0,802.0,105.0,340.0,0.0,1463.0,1069.0,138.0,455.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4d1j,928.0,415.0,67.0,281.0,0.0,2483.0,1071.0,177.0,723.0,0.0,657.0,288.0,48.0,195.0,0.0,830.0,356.0,56.0,244.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4d3h,1157.0,1041.0,494.0,643.0,0.0,2979.0,2712.0,1340.0,1624.0,0.0,870.0,784.0,377.0,479.0,0.0,874.0,787.0,347.0,509.0,0.0,30.0,30.0,20.0,11.0,0.0,111.0,265.0,88.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4d4d,1341.0,662.0,60.0,441.0,0.0,4070.0,2008.0,183.0,1332.0,0.0,1034.0,514.0,45.0,348.0,0.0,1144.0,573.0,49.0,387.0,0.0,28.0,12.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4d7b,723.0,940.0,58.0,285.0,0.0,2170.0,2757.0,181.0,905.0,0.0,568.0,734.0,50.0,240.0,0.0,688.0,893.0,58.0,283.0,0.0,14.0,21.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4d8z,2415.0,2412.0,1463.0,1020.0,0.0,1549.0,1587.0,973.0,625.0,0.0,421.0,457.0,257.0,178.0,0.0,437.0,477.0,276.0,180.0,0.0,23.0,22.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4da5,4492.0,4162.0,256.0,219.0,436.0,3559.0,3308.0,208.0,171.0,352.0,859.0,827.0,53.0,44.0,85.0,1053.0,994.0,62.0,53.0,109.0,18.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4daf,2097.0,2306.0,1492.0,1034.0,0.0,1341.0,1507.0,991.0,628.0,0.0,362.0,430.0,256.0,182.0,0.0,370.0,441.0,276.0,185.0,0.0,19.0,21.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
